Subject,Day,Year,time,url_slug
Release:  Injured Person - Ruled Homicide,September 21,2019,4:08 PM,/news/2019673
Release:  Injured Person - Suspicious Death,August 19,2019,10:39 AM,/news/2019587
Release:  Injured Person / Sudden Death - 400 Block Ave. R S.,December 8,2020,2:06 AM,/news/2020856
Release:  Injured Person / Sudden Death - 400 Block Ave. R S.,December 8,2020,5:42 PM,/news/2020857
Release:  Injured Person- 100 Block Of Howell Ave,September 21,2019,11:20 AM,/news/2019671
Release:  Injured Person- Assault With A Weapon,January 22,2021,12:07 AM,/news/202148
Release:  Injured Person- Stabbing,December 5,2020,2:11 AM,/news/2020853
Release:  Injured Person- Stabbing,January 21,2021,11:14 PM,/news/202147
Release:  Injured Person- Stabbing,July 27,2019,12:20 AM,/news/2019517
Release:  Injured Person- Stabbing,July 28,2019,3:09 AM,/news/2019518
Release:  Injured Person- Stabbing,March 7,2020,11:44 PM,/news/2020154
Release:  Injured Person- Stabbing,March 7,2021,4:18 PM,/news/2021135
Release:  Injured Person- Stabbing,October 8,2019,2:24 AM,/news/2019713
Release:  Injured Persons/Stabbings - 600 Block 33rd Street West/1300 Block Idylwyld Drive North,December 24,2019,8:55 AM,/news/2019967
"Release:  Interpersonal Violence Disclosure Protocol ""Clare's Law"" Act Now In Effect",June 29,2020,3:28 PM,/news/2020444
Release:  Investigation Into Gunshots Fired - 100 Block Avenue O South,May 2,2019,11:00 AM,/news/2019313
Release:  Investigation Into Gunshots Fired - 2400 Block 33 St W,May 28,2019,1:02 AM,/news/2019362
Release:  Investigation Results In Eight Charged Following Saskatoon Protest,December 23,2020,2:22 PM,/news/2020886
Release:  Investigation- 200 Block Slimmon Road,August 21,2020,10:47 AM,/news/2020579
Release:  Jaywalking Stop Results In Seizure Of Weapons - 300 Block Ave. W South,March 22,2019,3:15 PM,/news/2019220
"Release:  Joint Investigation By SPS And RPS Drug Units Leads To Arrests, Methamphetamine Seizure",May 22,2020,3:57 PM,/news/2020345
Release:  Joint Investigation Into Swatting Incidents Leads To Arrest,March 25,2021,1:50 PM,/news/2021163
Release:  Joint Investigation/Drug Unit & Patrol - 100 Block Barber Pl.,June 24,2020,11:58 AM,/news/2020424
Release:  Justice For George Floyd Gathering And March,June 4,2020,3:18 PM,/news/2020378
Release:  K9 Track Of Occupants Of A Stolen Vehicle Nets Arrests And Recovery Of Firearm,August 12,2018,3:02 AM,/news/2018621
Release:  Kidnapping/Assault - 200 Block Lenore Drive,January 25,2021,1:03 PM,/news/202152
Release:  Lafond Inquest Conclusion,June 29,2018,3:43 PM,/news/2018502
Release:  Lane Restrictions Lifted On Circle Dr East,December 13,2019,8:45 PM,/news/2019943
Release:  Law Enforcement Torch Run - Free Our Finest Fundraiser,August 24,2018,11:05 AM,/news/2018644
Release:  Located - Missing Person,August 3,2019,9:43 AM,/news/2019537
Release:  Located - Missing Person,February 4,2019,9:58 AM,/news/201984
Release:  LOCATED - Stolen Vehicle With Child,September 10,2019,2:29 PM,/news/2019646
Release:  Located: Missing Person - Aislinn Beaulieu,September 27,2019,8:37 AM,/news/2019689
Release:  Located: Missing Person - Passion Peters,October 22,2019,1:57 PM,/news/2019768
Release:  Located: Missing Person - Phoenix Ahpay,February 13,2019,4:33 PM,/news/2019111
Release:  Located: Missing Person - Stephen Zettl,September 27,2019,8:49 AM,/news/2019690
Release:  Mail Theft - 1900 Block 7th St. E,August 28,2019,3:09 PM,/news/2019617
Release:  Male Arrested - CEW Deployment - 300 Block Ave. J North,December 9,2018,11:56 AM,/news/2018878
Release:  Male Arrested - CEW Deployment - Galt Court,June 26,2018,10:25 AM,/news/2018485
Release:  Male Arrested - CEW Deployment - Galt Court,June 26,2018,10:27 AM,/news/2018486
Release:  Male Arrested - Evade Police Incident - 10 Block Of Aberdeen Place,January 17,2019,10:08 AM,/news/201926
Release:  Male Arrested - Stolen Vehicle/Evade Police - 300 Block Of Montreal Ave. South,October 29,2020,11:07 AM,/news/2020778
Release:  Male Arrested After A Brief Escape - 610 60th Street East,January 17,2019,10:59 AM,/news/201927
Release:  Male Arrested Following Threats - 100 Block Bowlt Crescent,May 7,2018,11:34 AM,/news/2018330
Release:  Male Arrested/Evade Police - Circle Drive And Highway 11 South,December 17,2018,2:42 PM,/news/2018897
Release:  Male Charged With Assaulting A Police Officer- 400 Block Ave X S,April 6,2018,4:55 PM,/news/2018223
Release:  Male In Custody - Break And Enter,April 9,2020,2:47 AM,/news/2020232
Release:  Male In Custody Facing Firearm Related Offences,March 31,2018,2:59 AM,/news/2018199
Release:  Male In Distress - 900 Block Stensrud Road,July 10,2020,11:56 PM,/news/2020472
Release:  Male In Medical Distress At SPS Detention,March 10,2018,4:16 PM,/news/2018153
Release:  Male In River - Circle Drive North Bridge,April 16,2019,4:29 PM,/news/2019271
Release:  Male In The Water- University Bridge,July 19,2020,3:19 PM,/news/2020502
Release:  Male Injured - 600 Block 33rd Street West,February 24,2020,4:20 PM,/news/2020123
Release:  Male Threatening Self-Harm - 200 Block 3rd Avenue North,November 2,2020,3:34 PM,/news/2020788
Release:  Male Youth's Death - Under Investigation,November 2,2019,5:35 PM,/news/2019808
Release:  Malfunctioning Railway Crossing - Highway 7 West Of Saskatoon,January 31,2019,5:55 AM,/news/201967
Release:  Man Arrested For Mischief After Pointing Laser At SPS Air Support Unit,June 12,2020,1:32 PM,/news/2020398
Release:  Man Arrested For Mischief After Pointing Laser At SPS Air Support Unit,May 4,2020,9:02 AM,/news/2020297
Release:  Man Assaults Police Officer Following Traffic Stop - Broadway Avenue And 9th Street East,August 13,2020,9:31 AM,/news/2020553
Release:  Man Charged In Sexual Assault Investigation By SPS Child Abuse Unit,April 9,2021,11:15 AM,/news/2021189
Release:  Man In Medical Distress - 100 Block Wall Street,February 15,2018,12:02 PM,/news/2018101
Release:  Masks Required When Visiting The SPS,September 1,2021,3:38 PM,/news/2021460
Release:  Media Availability - SPS Member Charged,August 27,2018,9:25 AM,/news/2018650
Release:  Media Availability - Weekend Incident Involving Canine Track,June 11,2018,10:02 AM,/news/2018444
Release:  Media Availability: Update On Weekend Overdoses,March 12,2018,10:00 AM,/news/2018155
Release:  Media Release - Public Assistance,September 11,2021,4:24 PM,/news/2021497
Release:  Medical Call - Suspected Overdoses - 500 Block Avenue G South,April 2,2018,3:40 PM,/news/2018203
Release:  Megan Gallagher Awareness Walk / Saskatchewan Missing Persons Week,September 17,2021,9:23 AM,/news/2021502
Release:  Meth & Ammunition Seized - 1800 Block Broadway Ave.,January 23,2018,12:03 PM,/news/201841
Release:  Meth Trafficking Investigation - 400 Block Keeley Wy.,November 26,2019,12:02 PM,/news/2019885
Release:  Meth/Attempted Theft - 1900 Block Ave. B N,November 19,2019,4:06 PM,/news/2019867
Release:  Meth/Cocaine Trafficking & Weapons - 500 Block Ave. X S,March 3,2021,2:39 PM,/news/2021125
Release:  Meth/Firearms Charges - Rusholme Rd. & Ave. W N,June 30,2021,9:39 AM,/news/2021362
Release:  Meth/Traffic Stop - 19th St. E & 3rd Ave. S,September 17,2020,11:22 AM,/news/2020665
Release:  Meth/Weapons/Bicycle Bylaw Infractions Lead To Arrests,October 17,2019,5:02 PM,/news/2019742
Release:  Methamphetamine Trafficking - Arrest/Seizure - 100 Block 107th St. West,October 15,2019,9:25 AM,/news/2019731
Release:  Methamphetamine Trafficking - Arrests/Seizure - 500 Block 5th Avenue North,October 18,2019,9:07 AM,/news/2019745
Release:  Military Ordnance Safely Removed - 1000 Block Avenue F North,July 22,2021,3:56 PM,/news/2021400
Release:  Mischief Based On Religion - SPS HQ & Churches,May 13,2020,10:40 AM,/news/2020320
Release:  Mischief Charges Laid/Imitation Firearm - 900 Block Taylor St. E,April 30,2019,11:33 AM,/news/2019305
Release:  Mischief/Arrest - 100 Block 2nd Ave. S,September 17,2020,4:24 PM,/news/2020666
Release:  Missing 10 Year Old Boy - Request For Public Assistance,October 18,2018,11:42 AM,/news/2018770
Release:  Missing 2-year-old - 100 Block Avenue O South,August 1,2019,3:12 PM,/news/2019534
Release:  Missing 5 Year Old Boy,May 12,2019,8:48 PM,/news/2019338
Release:  Missing Child - Request For Public Assistance,August 31,2018,5:39 PM,/news/2018668
Release:  Missing Child - Request For Public Assistance,August 8,2021,6:12 PM,/news/2021420
Release:  Missing Child - Request For Public Assistance,June 4,2018,2:27 PM,/news/2018426
Release:  Missing Child Located,June 4,2018,3:29 PM,/news/2018429
Release:  Missing Child Located,August 9,2021,1:28 AM,/news/2021421
Release:  Missing Children - Request For Public Assistance,August 7,2021,3:10 PM,/news/2021418
Release:  Missing Children Located,August 7,2021,10:26 PM,/news/2021419
Release:  Missing Girl Located,August 19,2020,9:21 AM,/news/2020571
Release:  Missing Person  - Request For Public Assistance,July 12,2018,4:30 PM,/news/2018532
Release:  Missing Person,April 22,2021,4:20 PM,/news/2021218
Release:  Missing Person,April 24,2021,10:47 PM,/news/2021221
Release:  Missing Person,April 4,2018,6:48 PM,/news/2018216
Release:  Missing Person,April 4,2018,6:51 PM,/news/2018217
Release:  Missing Person,August 11,2021,3:01 PM,/news/2021427
Release:  Missing Person,August 15,2021,12:08 AM,/news/2021430
Release:  Missing Person,January 24,2019,8:02 PM,/news/201946
Release:  Missing Person,June 11,2021,9:11 PM,/news/2021325
Release:  Missing Person,June 12,2021,12:38 PM,/news/2021326
Release:  Missing Person,June 13,2021,2:52 AM,/news/2021327
Release:  Missing Person,June 3,2021,11:06 PM,/news/2021304
Release:  Missing Person,March 20,2019,11:22 PM,/news/2019209
Release:  Missing Person,May 26,2021,6:41 PM,/news/2021288
Release:  Missing Person,September 1,2021,12:18 AM,/news/2021458
Release:  Missing Person,September 5,2021,5:37 PM,/news/2021476
Release:  Missing Person - 10 Year Old Boy Located,August 3,2018,11:27 AM,/news/2018591
Release:  Missing Person - 600 Block Confederation Drive,February 26,2021,3:34 PM,/news/2021111
Release:  Missing Person - Additional Request For Public Assistance,January 8,2020,1:54 PM,/news/202017
Release:  Missing Person - Correction,December 28,2020,10:09 PM,/news/2020890
Release:  Missing Person - Correction,June 30,2018,11:00 PM,/news/2018509
Release:  Missing Person - Located,April 13,2018,7:51 PM,/news/2018251
Release:  Missing Person - LOCATED,April 28,2019,10:31 PM,/news/2019299
Release:  Missing Person - Located,August 12,2019,2:21 AM,/news/2019564
Release:  Missing Person - Located,August 17,2020,11:27 PM,/news/2020562
Release:  Missing Person - LOCATED,August 18,2019,10:33 PM,/news/2019586
Release:  Missing Person - LOCATED,August 18,2019,4:03 AM,/news/2019582
Release:  Missing Person - Located,August 4,2019,7:46 PM,/news/2019541
Release:  Missing Person - Located,December 12,2018,4:00 AM,/news/2018888
Release:  Missing Person - Located,December 16,2020,10:45 PM,/news/2020877
Release:  Missing Person - LOCATED,July 14,2019,1:44 PM,/news/2019492
Release:  Missing Person - LOCATED,July 20,2020,4:23 AM,/news/2020506
Release:  Missing Person - LOCATED,June 25,2020,3:31 AM,/news/2020429
Release:  Missing Person - Located,June 29,2018,11:17 PM,/news/2018505
Release:  Missing Person - Located,June 29,2018,8:39 PM,/news/2018504
Release:  Missing Person - LOCATED,May 20,2019,4:18 PM,/news/2019347
Release:  Missing Person - Located,May 31,2019,8:23 AM,/news/2019372
Release:  Missing Person - LOCATED,November 11,2019,4:01 PM,/news/2019839
Release:  Missing Person - LOCATED,November 11,2019,4:02 PM,/news/2019840
Release:  Missing Person - LOCATED,November 6,2019,8:48 PM,/news/2019826
Release:  Missing Person - Located,October 11,2019,2:54 PM,/news/2019727
Release:  Missing Person - Located,October 19,2019,1:55 PM,/news/2019754
Release:  Missing Person - Located,October 19,2019,7:41 AM,/news/2019752
Release:  Missing Person - LOCATED,October 2,2019,4:18 PM,/news/2019704
Release:  Missing Person - Located,October 20,2019,11:01 PM,/news/2019763
Release:  Missing Person - Located,September 11,2021,4:31 PM,/news/2021498
Release:  Missing Person - Located,September 6,2021,12:47 AM,/news/2021480
Release:  Missing Person - Photo,March 19,2018,9:01 AM,/news/2018166
Release:  Missing Person - Photo,April 30,2018,1:29 AM,/news/2018297
Release:  Missing Person - Photo Attached,August 14,2019,8:51 AM,/news/2019569
Release:  Missing Person - Public Assistance Requested,September 11,2021,3:34 PM,/news/2021496
Release:  Missing Person - Request For Pubic Assistance - Jordan Paul (Age 28),November 10,2018,9:44 PM,/news/2018816
Release:  Missing Person - Request For Public Assisstance,May 1,2019,2:10 AM,/news/2019310
Release:  Missing Person - Request For Public Assistance   - UPDATE,October 6,2018,9:55 AM,/news/2018738
Release:  Missing Person - Request For Public Assistance,April 13,2018,4:25 PM,/news/2018249
Release:  Missing Person - Request For Public Assistance,April 13,2018,4:43 PM,/news/2018250
Release:  Missing Person - Request For Public Assistance,April 13,2018,9:01 AM,/news/2018246
Release:  Missing Person - Request For Public Assistance,April 17,2018,3:23 PM,/news/2018258
Release:  Missing Person - Request For Public Assistance,April 3,2019,9:01 AM,/news/2019237
Release:  Missing Person - Request For Public Assistance,April 4,2019,5:31 PM,/news/2019243
Release:  Missing Person - Request For Public Assistance,December 28,2020,5:20 PM,/news/2020889
Release:  Missing Person - Request For Public Assistance,February 22,2018,1:39 PM,/news/2018112
Release:  Missing Person - Request For Public Assistance,January 2,2018,8:34 AM,/news/20183
Release:  Missing Person - Request For Public Assistance,January 28,2020,11:25 PM,/news/202055
Release:  Missing Person - Request For Public Assistance,January 3,2019,1:07 PM,/news/20193
Release:  Missing Person - Request For Public Assistance,July 12,2018,3:51 PM,/news/2018531
Release:  Missing Person - Request For Public Assistance,July 2,2021,3:46 PM,/news/2021371
Release:  Missing Person - Request For Public Assistance,July 7,2020,11:53 PM,/news/2020462
Release:  Missing Person - Request For Public Assistance,June 12,2018,10:28 AM,/news/2018448
Release:  Missing Person - Request For Public Assistance,June 15,2021,11:28 PM,/news/2021332
Release:  Missing Person - Request For Public Assistance,June 16,2021,8:46 PM,/news/2021337
Release:  Missing Person - Request For Public Assistance,March 5,2018,11:56 AM,/news/2018140
Release:  Missing Person - Request For Public Assistance,March 7,2018,3:18 PM,/news/2018146
Release:  Missing Person - Request For Public Assistance,March 9,2020,1:16 PM,/news/2020161
Release:  Missing Person - Request For Public Assistance,May 1,2018,10:55 AM,/news/2018303
Release:  Missing Person - Request For Public Assistance,May 11,2018,11:17 AM,/news/2018346
Release:  Missing Person - Request For Public Assistance,November 12,2020,7:53 PM,/news/2020814
Release:  Missing Person - Request For Public Assistance,October 10,2019,2:02 PM,/news/2019723
Release:  Missing Person - Request For Public Assistance,October 12,2020,1:10 AM,/news/2020738
Release:  Missing Person - Request For Public Assistance,September 1,2020,3:38 AM,/news/2020611
Release:  Missing Person - Request For Public Assistance,September 18,2021,2:38 PM,/news/2021505
Release:  Missing Person - Request For Public Assistance,September 21,2021,8:38 AM,/news/2021509
Release:  Missing Person - Request For Public Assistance,September 25,2020,8:26 PM,/news/2020695
Release:  Missing Person - Request For Public Assistance,September 26,2019,4:31 PM,/news/2019688
Release:  Missing Person - Request For Public Assistance,April 11,2020,4:12 PM,/news/2020238
Release:  Missing Person - Request For Public Assistance,April 16,2018,4:15 AM,/news/2018252
Release:  Missing Person - Request For Public Assistance,April 26,2020,2:14 PM,/news/2020272
Release:  Missing Person - Request For Public Assistance,April 26,2021,2:34 PM,/news/2021225
Release:  Missing Person - Request For Public Assistance,April 27,2020,12:09 PM,/news/2020278
Release:  Missing Person - Request For Public Assistance,April 27,2021,12:40 PM,/news/2021227
Release:  Missing Person - Request For Public Assistance,April 28,2019,10:11 PM,/news/2019298
Release:  Missing Person - Request For Public Assistance,April 28,2019,7:11 PM,/news/2019297
Release:  Missing Person - Request For Public Assistance,April 29,2018,9:54 PM,/news/2018296
Release:  Missing Person - Request For Public Assistance,April 29,2019,4:02 PM,/news/2019302
Release:  Missing Person - Request For Public Assistance,April 7,2020,4:41 PM,/news/2020227
Release:  Missing Person - Request For Public Assistance,April 8,2021,6:17 PM,/news/2021187
Release:  Missing Person - Request For Public Assistance,April 9,2018,4:36 PM,/news/2018231
Release:  Missing Person - Request For Public Assistance,August 10,2019,11:56 AM,/news/2019558
Release:  Missing Person - Request For Public Assistance,August 10,2019,11:58 AM,/news/2019559
Release:  Missing Person - Request For Public Assistance,August 16,2019,1:57 PM,/news/2019579
Release:  Missing Person - Request For Public Assistance,August 18,2021,1:58 PM,/news/2021439
Release:  Missing Person - Request For Public Assistance,August 20,2018,12:04 AM,/news/2018632
Release:  Missing Person - Request For Public Assistance,August 21,2020,1:16 AM,/news/2020578
Release:  Missing Person - Request For Public Assistance,August 21,2020,6:02 PM,/news/2020582
Release:  Missing Person - Request For Public Assistance,August 24,2019,9:19 PM,/news/2019609
